timestamp,date,portfolio_value,cash,buying_power,equity,num_positions,positions,daily_return_pct,cumulative_return_pct
2025-12-04 01:11:36,2025-12-04,99596.36,29763.6,129359.96,99596.36,6,"AMZN:85, BAC:28, JPM:63, NVDA:10, SPY:29, TLT:82",0.0,-0.403639999999994
2025-12-05 02:27:08,2025-12-05,99323.64,29940.43,272275.76,99323.64,6,"AMZN:86, BAC:28, JPM:62, NVDA:8, SPY:29, TLT:82",-0.27382526831302156,-0.6763599999999981
