Strategy,Initial Value,Final Value,Total Return (%),Annual Return (%),Annual Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Win Rate (%),Trading Days
RL Agent,100000.0,160934.1600274544,60.934160027454396,29.927670029446762,25.660478314478485,1.069898146952998,1.433476760848569,-30.300698119101266,56.33187772925764,458
SPY,100000.0,148589.40509671698,48.589405096716966,24.34572707713254,16.726805922991037,1.2664854588713377,1.5980208392774526,-18.755238565161527,58.29694323144105,458
