Strategy,Initial Value,Final Value,Total Return (%),Annual Return (%),Annual Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Win Rate (%),Trading Days
RL Agent,100000.0,154843.5616543808,54.84356165438082,27.198706553353237,24.617061957348152,1.0184506993685123,1.391154555890558,-28.893992120549207,54.58515283842795,458
SPY,100000.0,148589.40509671698,48.589405096716966,24.34572707713254,16.726806156844404,1.2664854430055938,1.5980211259918422,-18.755238565161527,58.29694323144105,458
