Strategy,Initial Value,Final Value,Total Return (%),Annual Return (%),Annual Volatility (%),Sharpe Ratio,Sortino Ratio,Max Drawdown (%),Win Rate (%),Trading Days
RL Agent,100000.0,148024.5780095463,48.02457800954629,24.08543233838989,22.50365134887791,0.9817656971139349,1.2842593768184023,-27.69534402078268,58.951965065502186,458
SPY,100000.0,148589.41489889447,48.589414898894454,24.345731590499465,16.726805624693935,1.266485695388227,1.5980202305171314,-18.755230403972277,58.29694323144105,458
